"","(Intercept)","Banks","Geomorph","Group","logDist","OrderClass","Region","VegFld","Banks:logDist","Geomorph:logDist","Group:logDist","logDistxOrderClass","logDistxRegion","logDist:VegFld","adjR^2","df","logLik","AICc","delta","weight"
"17",-0.569100034740261,NA,NA,NA,-0.257792286168111,NA,NA,"+",NA,NA,NA,NA,NA,NA,0.312816561609176,6,-352.063295185567,716.447201058156,0,0.135921325345628
"9",-1.09091998780713,NA,NA,NA,-0.26100249199996,"+",NA,NA,NA,NA,NA,NA,NA,NA,0.314528885777943,7,-351.752247616463,717.933614006873,1.48641294871607,0.0646423490389207
"2841",-0.189977846087021,"+","+",NA,-0.182188781758104,NA,"+","+",NA,NA,NA,NA,"+",NA,0.371410783122429,17,-340.988097137233,718.414441286418,1.9672402282614,0.0508284437439698
"289",-0.022816440042227,"+","+",NA,-0.267416054329884,NA,"+","+",NA,NA,NA,NA,NA,NA,0.353652398477542,14,-344.442040976021,718.53762525913,2.09042420097308,0.0477922803620821
"251",-0.333612364524605,NA,NA,NA,-0.261394231449619,NA,"+","+",NA,NA,NA,NA,NA,NA,0.324514644707822,9,-349.923841119556,718.542662934093,2.09546187593673,0.0476720508578216
"2811",-0.483545699779017,NA,NA,NA,-0.186080626066936,NA,"+","+",NA,NA,NA,NA,"+",NA,0.341293018962232,12,-346.794599360971,718.807948721943,2.36074766378636,0.0417501229560342
"18",-0.676119870782384,"+",NA,NA,-0.256444051546921,NA,NA,"+",NA,NA,NA,NA,NA,NA,0.316656083252411,8,-351.364832794482,719.28351174281,2.8363106846532,0.0329147500113261
"2",-0.864611408244599,"+",NA,NA,-0.255857497224798,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304890074016448,6,-353.493861066381,719.308332819785,2.86113176162894,0.032508784574931
"25",-0.828284305519581,NA,NA,NA,-0.25850010200214,"+",NA,"+",NA,NA,NA,NA,NA,NA,0.321961468676789,9,-350.393701582761,719.482383860504,3.03518280234721,0.0297992977282276
"1",-0.795623865069844,NA,NA,NA,-0.257848892889192,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.291726391105691,4,-355.836521053299,719.824557258112,3.37735619995578,0.0251133136110051
"10",-1.37042088501825,"+",NA,NA,-0.261381806449943,"+",NA,NA,NA,NA,NA,NA,NA,NA,0.320690190315652,9,-350.627043982375,719.94906865973,3.50186760157385,0.0235975390122812
"529",-0.538711464476601,NA,NA,NA,-0.27866482379106,NA,NA,"+",NA,NA,NA,NA,NA,"+",0.314546997653275,8,-351.748953705625,720.051753565096,3.60455250693963,0.0224165600747009
"273",-0.202710805660177,NA,"+",NA,-0.264454214736432,NA,"+","+",NA,NA,NA,NA,NA,NA,0.337068675554577,12,-347.589342184673,720.397434369346,3.95023331118966,0.0188584213980726
"21",-0.544149548308693,NA,NA,"+",-0.25793021496927,NA,NA,"+",NA,NA,NA,NA,NA,NA,0.313566222946707,8,-351.927206020296,720.408258194438,3.96105713628185,0.0187566369434209
"19",-0.604079706369031,NA,"+",NA,-0.260187092034766,NA,NA,"+",NA,NA,NA,NA,NA,NA,0.318632240554208,9,-351.003923466096,720.702827627172,4.2556265690157,0.0161878820986756
"2831",-0.351687590976383,NA,"+",NA,-0.193212193172952,NA,"+","+",NA,NA,NA,NA,"+",NA,0.353131672747374,15,-344.541993804253,720.981220810088,4.53401975193117,0.0140843795827459
"261",-0.29452310614248,"+",NA,NA,-0.260984099604079,NA,"+","+",NA,NA,NA,NA,NA,NA,0.329505328485923,11,-349.000639340506,721.028516035098,4.5813149769416,0.0137552248327193
"2821",-0.449442195898237,"+",NA,NA,-0.17822462787762,NA,"+","+",NA,NA,NA,NA,"+",NA,0.347129665164841,14,-345.68874317677,721.031029660626,4.58382860247002,0.0137379479497526
"93",-0.890978394072852,NA,NA,NA,-0.257957309698121,NA,"+",NA,NA,NA,NA,NA,NA,NA,0.304959876367363,7,-353.481329372115,721.391777518177,4.94457646002058,0.0114706086956598
"26",-1.19001614332453,"+",NA,NA,-0.259354751738173,"+",NA,"+",NA,NA,NA,NA,NA,NA,0.328022246686454,11,-349.275649636002,721.578536626089,5.1313355679323,0.0104479777639652
"11",-0.843898559593171,NA,"+",NA,-0.258962982515585,"+",NA,NA,NA,NA,NA,NA,NA,NA,0.321696686302417,10,-350.442335621548,721.73738442139,5.29018336323372,0.00965025699520321
"13",-1.04178171570225,NA,NA,"+",-0.258967323811271,"+",NA,NA,NA,NA,NA,NA,NA,NA,0.315507508876623,9,-351.574154940995,721.843290576971,5.39608951881496,0.009152540296905
"2651",-1.02416437406183,NA,NA,NA,-0.191125649502122,NA,"+",NA,NA,NA,NA,NA,"+",NA,0.321177546645765,10,-350.537637855616,721.927988889527,5.48078783137055,0.00877303061263765
"111",-0.527644387165676,NA,"+",NA,-0.259757105348244,NA,"+",NA,NA,NA,NA,NA,NA,NA,0.320500507618045,10,-350.661825449377,722.176364077049,5.72916301889211,0.00774846468667224
"601",-0.0587336092785505,"+","+",NA,-0.248173410600126,NA,"+","+","+",NA,NA,NA,NA,NA,0.355781415887079,16,-344.032603582462,722.223937323655,5.77673626549824,0.00756632965235724
"20",-0.771441867895045,"+","+",NA,-0.259337086554425,NA,NA,"+",NA,NA,NA,NA,NA,NA,0.326276329709261,11,-349.598678912945,722.224595179976,5.77739412181938,0.00756384128273228
"50",-0.702733579097009,"+",NA,NA,-0.231721352586454,NA,NA,"+","+",NA,NA,NA,NA,NA,0.320350293021067,10,-350.689363405412,722.231439989119,5.78423893096294,0.00753799900433581
"4",-0.84074231352605,"+","+",NA,-0.257216968863395,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.314390962178174,9,-351.777328405298,722.249637505577,5.80243644742018,0.00746972365534211
"5371",-0.327688696640502,NA,NA,NA,-0.28120989847124,NA,"+","+",NA,NA,NA,NA,NA,"+",0.326066525193971,11,-349.637444745952,722.30212684599,5.85492578783385,0.00727623337174809
"3481",-0.216179519531442,"+","+",NA,-0.138248458408993,NA,"+","+",NA,"+",NA,NA,"+",NA,0.379024748705211,20,-339.479601260828,722.346299295849,5.89909823769267,0.00711729052953446
"5401",-0.037862473365564,"+","+",NA,-0.286290418774781,NA,"+","+",NA,NA,NA,NA,NA,"+",0.355460495942708,16,-344.094400444259,722.347531047247,5.90032998909089,0.00711290851278113
"3",-0.664620930486709,NA,"+",NA,-0.257155371815477,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301942179896974,7,-354.022036725717,722.473192225381,6.02599116722411,0.00667975055395067
"34",-0.89215209994535,"+",NA,NA,-0.235134784494941,NA,NA,NA,"+",NA,NA,NA,NA,NA,0.307832119707473,8,-352.964657173676,722.483160501198,6.03595944304197,0.00664654058627105
"7931",-0.513259763050309,NA,NA,NA,-0.148615271124584,NA,"+","+",NA,NA,NA,NA,"+","+",0.343021972356671,14,-346.467965165697,722.589473638481,6.14227258032474,0.00630245939941384
"265",-1.05893827469851,NA,NA,NA,-0.305150621255118,"+",NA,NA,NA,NA,NA,"+",NA,NA,0.319365665354937,10,-350.869729919099,722.592173016494,6.14497195833712,0.00629395877713915
"291",-0.283909984237936,NA,NA,"+",-0.259791038325311,NA,"+","+",NA,NA,NA,NA,NA,NA,0.325165576385144,11,-349.803787250599,722.634811855284,6.18761079712738,0.00616119547711749
"530",-0.648839083007578,"+",NA,NA,-0.280371867804852,NA,NA,"+",NA,NA,NA,NA,NA,"+",0.319017772102239,10,-350.933400075835,722.719513329965,6.27231227180835,0.0059057124380406
"2671",-0.665724013858914,NA,"+",NA,-0.189911324610574,NA,"+",NA,NA,NA,NA,NA,"+",NA,0.33675685840301,13,-347.647819916866,722.723090814124,6.27588975596768,0.00589515808401499
"3161",-0.20671621057738,"+","+",NA,-0.179272683355644,NA,"+","+","+",NA,NA,NA,"+",NA,0.372122887465566,19,-340.847728430589,722.74766569652,6.30046463836391,0.00582316488758735
"7961",-0.21473650528391,"+","+",NA,-0.150666777501082,NA,"+","+",NA,NA,NA,NA,"+","+",0.37202480304852,19,-340.867071353091,722.786351541523,6.33915048336678,0.00571161023509941
"321",0.0297976821596075,"+","+","+",-0.265629054849847,NA,"+","+",NA,NA,NA,NA,NA,NA,0.354188340971986,16,-344.339089678032,722.836909514794,6.389708456638,0.00556903617252049
"2881",-0.155877836858947,"+","+","+",-0.180710822077601,NA,"+","+",NA,NA,NA,NA,"+",NA,0.371830364502474,19,-340.905407752258,722.863024339858,6.41582328170136,0.00549679165946436
"2851",-0.448242668198529,NA,NA,"+",-0.184330769986181,NA,"+","+",NA,NA,NA,NA,"+",NA,0.341924216103085,14,-346.675445394036,723.004434095159,6.55723303700211,0.00512156322451346
"537",-0.7922405173861,NA,NA,NA,-0.280051932980598,"+",NA,"+",NA,NA,NA,NA,NA,"+",0.323821652917,11,-350.051534639652,723.13030663339,6.68310557523375,0.00480916484730475
"6",-0.816153644081747,"+",NA,"+",-0.254146665663917,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305935332929355,8,-353.306082284256,723.166010722359,6.71880966420213,0.00472407321219453
"22",-0.650591944283398,"+",NA,"+",-0.256591606179218,NA,NA,"+",NA,NA,NA,NA,NA,NA,0.317642369343559,10,-351.184826563557,723.222366305409,6.77516524725263,0.00459281719888699
"101",-0.859886278843587,"+",NA,NA,-0.257237379749424,NA,"+",NA,NA,NA,NA,NA,NA,NA,0.311015624912563,9,-352.389665136673,723.474310968327,7.02710991017011,0.00404920786522596
"42",-1.37156791562104,"+",NA,NA,-0.243769234282715,"+",NA,NA,"+",NA,NA,NA,NA,NA,0.322734469957673,11,-350.25161948284,723.530476319766,7.08327526160986,0.0039370771087658
"29",-0.805184076089253,NA,NA,"+",-0.258176186817813,"+",NA,"+",NA,NA,NA,NA,NA,NA,0.322619236855681,11,-350.272809514416,723.572856382917,7.12565532476094,0.00385452801824172
"149",-0.571120958373346,NA,NA,"+",-0.218984654931603,NA,NA,"+",NA,NA,"+",NA,NA,NA,0.316555173829478,10,-351.383236109353,723.619185397001,7.17198433884494,0.0037662659966369
"5",-0.744295763574285,NA,NA,"+",-0.255527981928942,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292741732286956,6,-355.657272141723,723.635154970469,7.18795391231242,0.00373631290952016
"921",-0.0344936166634853,"+","+",NA,-0.259057097919918,NA,"+","+",NA,"+",NA,NA,NA,NA,0.35739189820118,17,-343.722057024369,723.88236106069,7.43516000253396,0.00330189394633525
"14",-1.32200914220022,"+",NA,"+",-0.25954768918042,"+",NA,NA,NA,NA,NA,NA,NA,NA,0.321686430840355,11,-350.444218945111,723.915675244308,7.46847418615118,0.0032473495325291
"281",-0.766511028303667,NA,NA,NA,-0.301631035186451,"+",NA,"+",NA,NA,NA,"+",NA,NA,0.327592396698947,12,-349.355252431637,723.929254863275,7.48205380511843,0.00322537533261226
"533",-0.513264258322763,NA,NA,"+",-0.280336851675812,NA,NA,"+",NA,NA,NA,NA,NA,"+",0.31548789858819,10,-351.577725994608,724.008165167511,7.56096410935481,0.00310059544960273
"2661",-1.00018754180214,"+",NA,NA,-0.189886525611958,NA,"+",NA,NA,NA,NA,NA,"+",NA,0.327101617107478,12,-349.446081056078,724.110912112156,7.66371105399969,0.00294532951721706
"27",-0.703246801577679,NA,"+",NA,-0.258856961849109,"+",NA,"+",NA,NA,NA,NA,NA,NA,0.327054090609694,12,-349.454873532793,724.128497065585,7.68129600742861,0.00291954629133029
"581",-0.33779805156006,"+",NA,NA,-0.237083326913532,NA,"+","+","+",NA,NA,NA,NA,NA,0.332836495733792,13,-348.380877880919,724.189206742231,7.74200568407423,0.00283225548729665
"12",-1.24798348792704,"+","+",NA,-0.259802935338044,"+",NA,NA,NA,NA,NA,NA,NA,NA,0.326842058864369,12,-349.49409273792,724.20693547584,7.75973441768326,0.00280726028277423
"531",-0.575818218087054,NA,"+",NA,-0.282475353364399,NA,NA,"+",NA,NA,NA,NA,NA,"+",0.320578576359973,11,-350.647511340512,724.322260035109,7.87505897695303,0.00264996581459979
"5391",-0.206431330762264,NA,"+",NA,-0.281854395673323,NA,"+","+",NA,NA,NA,NA,NA,"+",0.338266389526623,14,-347.364487974413,724.382519255913,7.93531819775626,0.0025713141981702
"266",-1.37052962462563,"+",NA,NA,-0.316622281636964,"+",NA,NA,NA,NA,NA,"+",NA,NA,0.326172051938887,12,-349.61794783878,724.454645677559,8.00744461940269,0.00248023650001415
"141",-1.08801964143165,NA,NA,"+",-0.210234852739484,"+",NA,NA,NA,NA,"+",NA,NA,NA,0.320193893249654,11,-350.718029263031,724.463295880148,8.01609482199171,0.00246953239078196
"311",-0.163212289417838,NA,"+","+",-0.263208400026883,NA,"+","+",NA,NA,NA,NA,NA,NA,0.337475422791754,14,-347.51302316948,724.679589646046,8.23238858788977,0.00221639484972289
"23",-0.589716830740313,NA,"+","+",-0.261084141778535,NA,NA,"+",NA,NA,NA,NA,NA,NA,0.319398979755653,11,-350.863631257126,724.754499868338,8.30729881018203,0.00213491497845385
"5381",-0.293072587623974,"+",NA,NA,-0.282000506005926,NA,"+","+",NA,NA,NA,NA,NA,"+",0.331248033936302,13,-348.676766379894,724.780983740181,8.33378268202409,0.00210683092510413
"58",-1.16731767833663,"+",NA,NA,-0.236236997550311,"+",NA,"+","+",NA,NA,NA,NA,NA,0.331057046585,13,-348.712298484429,724.852047949251,8.40484689109439,0.00203328514427457
"7941",-0.47391164995811,"+",NA,NA,-0.142872199104796,NA,"+","+",NA,NA,NA,NA,"+","+",0.348520956287338,16,-345.423790940838,725.006312040406,8.55911098224908,0.00188234951223346
"4161",-0.231447681323913,"+","+","+",-0.0951475445210587,NA,"+","+",NA,NA,"+",NA,"+",NA,0.378112249769381,21,-339.66128244023,725.063455568718,8.6162545105617,0.00182932852439567
"4131",-0.522769062243445,NA,NA,"+",-0.0988429579951467,NA,"+","+",NA,NA,"+",NA,"+",NA,0.348281023650687,16,-345.469520066772,725.097770292274,8.65056923411737,0.00179820979412652
"301",-0.234642069299782,"+",NA,"+",-0.258955768933015,NA,"+","+",NA,NA,NA,NA,NA,NA,0.330389883690934,13,-348.83634670998,725.100144400351,8.65294334219493,0.00179607648835295
"7951",-0.382665148858145,NA,"+",NA,-0.159548764667974,NA,"+","+",NA,NA,NA,NA,"+","+",0.354220973444566,17,-344.332818632377,725.103884276706,8.6566832185498,0.00179272107454371
"3141",-0.46349288919217,"+",NA,NA,-0.174367221926803,NA,"+","+","+",NA,NA,NA,"+",NA,0.348175888346329,16,-345.489553066277,725.137836291285,8.69063523312832,0.00176254469046718
"538",-1.1581014051275,"+",NA,NA,-0.281104068427757,"+",NA,"+",NA,NA,NA,NA,NA,"+",0.330262952430539,13,-348.859934590784,725.147320161959,8.70011910380299,0.00175420660247701
"562",-0.667580271773689,"+",NA,NA,-0.269328249569422,NA,NA,"+","+",NA,NA,NA,NA,"+",0.324242291037583,12,-349.974040589058,725.166831178117,8.71963011996047,0.00173717662887886
"2861",-0.40553178853652,"+",NA,"+",-0.176305187222415,NA,"+","+",NA,NA,NA,NA,"+",NA,0.34792020062803,16,-345.538260616791,725.235251392312,8.78805033415517,0.00167875267308838
"131",-0.819055330697245,NA,NA,"+",-0.255716621462473,NA,"+",NA,NA,NA,NA,NA,NA,NA,0.305958692765232,9,-353.301882737647,725.298746170275,8.85154511211817,0.00162629378141322
"2871",-0.32624879694133,NA,"+","+",-0.191585534138824,NA,"+","+",NA,NA,NA,NA,"+",NA,0.353586653994778,17,-344.454664667253,725.347576346458,8.90037528830192,0.00158706846869616
"532",-0.746220740190451,"+","+",NA,-0.287151162208198,NA,NA,"+",NA,NA,NA,NA,NA,"+",0.329483371387139,13,-349.004714985019,725.43688095043,8.9896798922739,0.00151776109035369
"52",-0.794551287251355,"+","+",NA,-0.236391409581772,NA,NA,"+","+",NA,NA,NA,NA,NA,0.32946386317917,13,-349.008335966401,725.444122913194,8.99692185503773,0.00151227524377147
"121",-0.610711931672308,"+","+",NA,-0.259819744030063,NA,"+",NA,NA,NA,NA,NA,NA,NA,0.32343979760025,12,-350.121845101301,725.462440202602,9.01523914444567,0.00149848808433951
"36",-0.860537382457038,"+","+",NA,-0.237450819241893,NA,NA,NA,"+",NA,NA,NA,NA,NA,0.317066691082631,11,-351.289922378482,725.607082111051,9.15988105289409,0.00139394199610712
"5721",-0.0935905604355895,"+","+",NA,-0.27735741011455,NA,"+","+","+",NA,NA,NA,NA,"+",0.358727465660644,18,-343.463976843515,725.66395368703,9.21675262887311,0.00135486241956994
"30",-1.16801976170379,"+",NA,"+",-0.259226349393969,"+",NA,"+",NA,NA,NA,NA,NA,NA,0.328767549232914,13,-349.137517247061,725.702485474515,9.25528441635811,0.00132900962243374
"1571",-0.299594837904558,NA,NA,"+",-0.21813018395147,NA,"+","+",NA,NA,"+",NA,NA,NA,0.328672028938384,13,-349.155228651751,725.737908283893,9.2907072257367,0.00130567822102757
"8601",-0.253335857200443,"+","+",NA,-0.0908493771329744,NA,"+","+",NA,"+",NA,NA,"+","+",0.382352966265935,22,-338.814855755509,725.743532649229,9.2963315910722,0.00130201157342259
"282",-1.1623120430091,"+",NA,NA,-0.31410732406115,"+",NA,"+",NA,NA,NA,"+",NA,NA,0.334532303496528,14,-348.064273607637,725.782090522361,9.33488946420448,0.00127715059155372
"3471",-0.396936518167539,NA,"+",NA,-0.153228203699612,NA,"+","+",NA,"+",NA,NA,"+",NA,0.358385025463644,18,-343.530195959872,725.796391919744,9.34919086158743,0.0012680506467468
"15",-0.819283046809104,NA,"+","+",-0.258139636095984,"+",NA,NA,NA,NA,NA,NA,NA,NA,0.322207910463087,12,-350.348420454783,725.915590909567,9.46838985141051,0.00119468350691491
"2691",-0.966476222893669,NA,NA,"+",-0.18982022461718,NA,"+",NA,NA,NA,NA,NA,"+",NA,0.32194502176571,12,-350.396722989906,726.012195979813,9.56499492165619,0.00113834877271869
"2681",-0.749768494075594,"+","+",NA,-0.188673167398286,NA,"+",NA,NA,NA,NA,NA,"+",NA,0.339719293748337,15,-347.091219786428,726.079672774437,9.63247171628007,0.00110058336395895
"24",-0.761160456157597,"+","+","+",-0.26062838210423,NA,NA,"+",NA,NA,NA,NA,NA,NA,0.327443393224842,13,-349.38283500319,726.193120986772,9.74591992861542,0.00103989137848342
"134",-0.840705846504031,"+",NA,"+",-0.212653915895869,NA,NA,NA,NA,NA,"+",NA,NA,NA,0.30943680087069,10,-352.675133296859,726.202979772013,9.75577871385633,0.00103477795897664
"1601",0.0169284444674276,"+","+","+",-0.225926147944912,NA,"+","+",NA,NA,"+",NA,NA,NA,0.357332236950423,18,-343.733574199921,726.203148399842,9.75594734168544,0.00103469071647416
"911",-0.220653973464213,NA,"+",NA,-0.254312849950756,NA,"+","+",NA,"+",NA,NA,NA,NA,0.339389520660675,15,-347.15329358768,726.203820376941,9.75661931878415,0.001034343130637
"54",-0.673437879991345,"+",NA,"+",-0.231256482243949,NA,NA,"+","+",NA,NA,NA,NA,NA,0.321404896997111,12,-350.495909812484,726.210569624968,9.76336856681189,0.0010308584944452
"38",-0.838630069771137,"+",NA,"+",-0.232386042672417,NA,NA,NA,"+",NA,NA,NA,NA,NA,0.309077774986666,10,-352.739964522491,726.332642223276,9.88544116511969,0.000969820424194782
"8",-0.811271844565101,"+","+","+",-0.256645316371862,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315044495085729,11,-351.658444928543,726.344127211171,9.89692615301476,0.000964267196228012
"153",-0.477228644146843,NA,"+","+",-0.258148775333012,NA,"+",NA,NA,NA,NA,NA,NA,NA,0.321039893103638,12,-350.562896592712,726.344543185423,9.8973421272666,0.000964066661920251
"267",-0.78454167409995,NA,"+",NA,-0.306726259658325,"+",NA,NA,NA,NA,NA,"+",NA,NA,0.326933060155259,13,-349.477261761633,726.381974503657,9.93477344550092,0.000946191315130305
"5411",-0.28447652339133,NA,NA,"+",-0.279767248272689,NA,"+","+",NA,NA,NA,NA,NA,"+",0.326670560305219,13,-349.525806214652,726.479063409696,10.03186235154,0.000901356031858451
"133",-0.771802614787402,NA,NA,"+",-0.214785200082415,NA,NA,NA,NA,NA,"+",NA,NA,NA,0.296577304801911,8,-354.977974042254,726.509794238354,10.0625931801978,0.000887612183339082
